ID,SKU,Manufacturer,Model,Variant,Network,Capacity,Color,Grade,Damages,Weight,Weight Unit
2640666,MBA1932i58128SGA,Apple,"MacBook Air (13-inch, 2019)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,A Grade,"",,
2640667,MACBOOKAIA1932128SPACC,Apple,"MacBook Air (13-inch, 2019)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,C Grade,"",,
2640668,MACBOOKAIR512SPACA,Apple,"MacBook Air (13-inch, 2019)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,512GB,Space Grey,A Grade,"",,
2640670,MACBOOKAIR256SPACA,Apple,"MacBook Air (13-inch, 2018)","A1932 (16GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,A Grade,"",,
2640681,MACBOOKAIR128ROSEC,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Rose Gold,C Grade,"",,
2640683,MACBOOKAIR128SILVC00003,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,C Grade,"",,
2640684,MBA2018SLVA,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,A Grade,"",,
2640685,MACBOOKAIR128SPACC,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,C Grade,"",,
2640686,MBA201813128SGA,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,A Grade,"",,
2640687,MACBOOKAIR128SPACD,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,D Grade,No Boot,,
2640690,MACBOOKAIR256ROSEA,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Rose Gold,A Grade,"",,
2640691,MACBOOKAIR256ROSEB,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Rose Gold,B Grade,"",,
2640692,MACBOOKAIR256SPACC,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,C Grade,"",,
2640693,MBA20188256SGA,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,A Grade,"",,
2640695,MACBOOKAIR128SILVC,Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,C Grade,"",,
2640698,MACBOOKPRO256SPACA00003,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 2.4GHz i5)",Wi-Fi,256GB,Space Grey,A Grade,"",,
2640699,MACBOOKPROSPACD,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 2.4GHz i5)",Wi-Fi,256GB,Space Grey,D Grade,Broken LCD,,
2640700,MACBOOKPRO256SPACD00003,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 2.4GHz i5)",Wi-Fi,256GB,Space Grey,D Grade,"Broken LCD, Broken Camera, Broken Button(s)",,
2640824,XBOXONESONES1881500WHITB,Microsoft,Xbox One S,One S 1881,Wi-Fi,500GB,White,B Grade,"",,
2640830,MACBOOKAIR128SILVC00002,Apple,"MacBook Air (13-inch, 2017)","A1466 (8GB RAM, 1.8GHz i5)",Wi-Fi,128GB,Silver,C Grade,"",,
2640831,MACBOOKAIR1466128SLVB,Apple,"MacBook Air (13-inch, 2017)","A1466 (8GB RAM, 1.8GHz i5)",Wi-Fi,128GB,Silver,B Grade,"",,
2640832,MACBOOKAIR128SILVA,Apple,"MacBook Air (13-inch, 2017)","A1466 (8GB RAM, 1.8GHz i5)",Wi-Fi,128GB,Silver,A Grade,"",,
2640849,THINKBOOK256SILVD,Lenovo,"Thinkbook (14-inch, 2020)","(16GB RAM, i7 1065G7)",Wi-Fi,256GB,Silver,D Grade,"",,
2640882,IMAC1TBSILVA,Apple,"iMac (21.5-inch, 2013)","A1418 (8GB RAM, 2.9GHz i5)",Wi-Fi,1TB,Silver,A Grade,"",,
2640885,IMAC1TBSILVB,Apple,"iMac (27-inch, 5K, 2015)","A1419 (16GB RAM, 4.0GHz Quad-Core i7)",Wi-Fi,1TB,Silver,B Grade,"",,
2640888,MACBOOKPRO1TBSPACB,Apple,"MacBook Pro (15-inch, 2018)","A1990 (16GB RAM, 2.2GHz i7)",Wi-Fi,1TB,Space Grey,B Grade,"",,
2640890,MACBOOKPRO1TBSPACD,Apple,"MacBook Pro (15-inch, 2018)","A1990 (16GB RAM, 2.6GHz i7)",Wi-Fi,1TB,Space Grey,D Grade,"",,
2640891,LATITUDE357035701TBGREYB,Dell,"Latitude 3570 (15-inch, 2016)","3570 (16GB RAM, i7 6500U)",Wi-Fi,1TB,Grey,B Grade,"",,
2640899,ZFOLD4SM-F936U11TBBLACB,Samsung,Z Fold 4,SM-F936U1,Wi-Fi,1TB,Black,B Grade,"",,
2640987,DJIFPVDRONEFPV250477N/ABLACC,DJI,DJI FPV Drone,FPV 250477,Wi-Fi,N/A,Black,C Grade,"",,
2640989,WATCHSERIES741MMGPSN/AMIDNB,Apple,Watch Series 7,41MM GPS,GPS,N/A,Midnight,B Grade,"",,
2640998,WATCHSERIES644MMGPSN/ASPACC,Apple,Watch Series 6,44MM GPS,GPS,N/A,Space Grey,C Grade,"",,
2641001,WATCHSERIESS44MMGPSN/ASPACB,Apple,Watch Series SE,44MM GPS,GPS,N/A,Space Grey,B Grade,"",,
2641002,WATCHSERIES444MMGPS+LTEN/ABLACO,Apple,Watch Series 4,44MM GPS + LTE,GPS,N/A,Black,OPEN BOX,"",,
2641003,WATCHSERIES444MMGPS+LTEN/ABLACN,Apple,Watch Series 4,44MM GPS + LTE,GPS,N/A,Black,NEW,"",,
2641004,WATCHSERIES444MMGPS+LTEN/AGOLDN,Apple,Watch Series 4,44MM GPS + LTE,GPS,N/A,Gold,NEW,"",,
2641005,WATCHSERIES444MMGPS+LTEN/ASILVN,Apple,Watch Series 4,44MM GPS + LTE,GPS,N/A,Silver,NEW,"",,
2641006,WATCHSERIES444MMGPS+LTEN/AWHITO,Apple,Watch Series 4,44MM GPS + LTE,GPS,N/A,White,OPEN BOX,"",,
2641007,WATCHSERIES444MMGPS+LTEN/AWHITN,Apple,Watch Series 4,44MM GPS + LTE,GPS,N/A,White,NEW,"",,
2641040,WATCHSERIES644MMNIKEGPSLTENABLACA,Apple,Watch Series 6,44MM NIKE GPS + LTE,GPS,N/A,Black,A Grade,"",,
2641044,WATCHSERIES745MMGPSN/ASTARA,Apple,Watch Series 7,45MM GPS,GPS,N/A,Starlight,A Grade,"",,
2641048,WATCHSERIES845MMGPSN/ABLACB,Apple,Watch Series 8,45MM GPS,GPS,N/A,Black,B Grade,"",,
2641049,WATCHSERIES845MMGPSN/AWHITA,Apple,Watch Series 8,45MM GPS,GPS,N/A,White,A Grade,"",,
2641058,PRECISION7517510500BLACD,Dell,"Precision 7510 (15-inch, 2016)","7510 (16GB RAM, i7-6820HQ)",Wi-Fi,500GB,Black,D Grade,"",,
2641064,MACBOOKPRO256SPACP,Apple,"Macbook Pro (13-inch, 2016)","A1706 (8GB RAM, 3.1GHz i5)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,Broken LCD,,
2641069,MACBOOKPRO256SPACA,Apple,"MacBook Pro (13-inch, 2017)","A1706 (8GB RAM, 3.1GHz i5)",Wi-Fi,256GB,Space Grey,A Grade,"",,
2641070,MACBOOKPRO256SPACB,Apple,"MacBook Pro (13-inch, 2017)","A1706 (8GB RAM, 3.1GHz i5)",Wi-Fi,256GB,Space Grey,B Grade,"",,
2641071,MACBOOKPRO512SPACB00002,Apple,"MacBook Pro (13-inch, 2017)","A1706 (8GB RAM, 3.1GHz i5)",Wi-Fi,512GB,Space Grey,B Grade,"",,
2641074,MACBOOKPRO256SPACC00002,Apple,"MacBook Pro (15-inch, 2017)","A1707 (16GB RAM, 2.9GHz i7)",Wi-Fi,256GB,Space Grey,C Grade,"",,
2641075,MACBOOKPRO512SPACA,Apple,"MacBook Pro (15-inch, 2017)","A1707 (16GB RAM, 2.9GHz i7)",Wi-Fi,512GB,Space Grey,A Grade,"",,
2641076,MACBOOKAIR256SPACP,Apple,"MacBook Air (13-inch, 2020)","A2179 (8GB RAM, 1.1GHz i3)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,"Broken LCD, Broken Button(s)",,
2641077,MACBOOKAIR256SPACP00002,Apple,"MacBook Air (13-inch, 2020)","A2179 (8GB RAM, 1.1GHz i5)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,"",,
2641092,MACBOOKPRO256SILVA00004,Apple,"MacBook Pro (13-inch, 2021)","A2338 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Silver,A Grade,"Broken Speaker/Microphone, Broken Button(s)",,
2641095,MACBOOKPRO256SPACB00011,Apple,"MacBook Pro (13-inch, 2021)","A2338 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Space Grey,B Grade,"",,
2641096,MACBOOKPRO256SPACA00005,Apple,"MacBook Pro (13-inch, 2021)","A2338 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Space Grey,A Grade,"",,
2641097,MACBOOKPRA2338256SPACB,Apple,"MacBook Pro (13-inch, 2021)","A2338 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Space Grey,B Grade,Broken Speaker/Microphone,,
2641098,MACBOOKPRO512SPACB00010,Apple,"MacBook Pro (13-inch, 2021)","A2338 (8GB RAM, M1 8 Core)",Wi-Fi,512GB,Space Grey,B Grade,"",,
2641104,MACBOOKAIR256PINKD,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Pink,D Grade,"",,
2641105,MACBOOKAIR256ROSED,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Rose Gold,D Grade,"",,
2641106,MACBOOKAIR256SILVD,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Silver,D Grade,"",,
2641107,MACBOOKAIR256SILVC00003,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Silver,C Grade,"",,
2641110,MACBOOKPRO256SPACC00011,Apple,"MacBook Pro (13-inch, 2022)","A2338 (16GB RAM, M2 8 Core)",Wi-Fi,256GB,Space Grey,C Grade,"",,
2641112,MACBOOKPRO256SPACA00006,Apple,"MacBook Pro (13-inch, 2022)","A2338 (8GB RAM, M2 8 Core)",Wi-Fi,256GB,Space Grey,A Grade,"",,
2641116,MACBOOKPRO512SPACN,Apple,"MacBook Pro (14-inch, 2023)","A2992 (8GB RAM, M3 8CPU/10GPU)",Wi-Fi,512GB,Space Grey,NEW,"",,
2641123,T460512BLACB,Lenovo,"T460 (14-inch, 2016)","(8GB RAM, i5 6300U)",Wi-Fi,512GB,Black,B Grade,"",,
2641124,T470512BLACB,Lenovo,"T470 (14-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,512GB,Black,B Grade,"",,
2641126,X1CARBON256BLACP,Lenovo,"X1 Carbon (13-inch, 7th Gen)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Black,PARTS & REPAIR,Broken LCD,,
2641127,T480512BLACB,Lenovo,"T480 (14-inch, 2018)","(16GB RAM, i5 8250U)",Wi-Fi,512GB,Black,B Grade,"",,
2641130,T570256BLACD,Lenovo,"T570 (15-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Black,D Grade,"",,
2641132,ZENBOOK128SILVC,ASUS,"ZenBook (15-inch, 2019)","(16GB RAM, i7 6500U)",Wi-Fi,128GB,Silver,C Grade,"",,
2641136,SURFACEPRO5256SILVD,Microsoft,"Surface Pro 5 (12-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Silver,D Grade,Cracked Front Glass,,
2641137,SURFACEPRO5256SILVA,Microsoft,"Surface Pro 5 (12-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Silver,A Grade,"",,
2641138,"SURFACEPRO5((8GBRAM,I57300U)SILVD",Microsoft,"Surface Pro 5 (12-inch, 2017)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Silver,D Grade,Broken Digitizer,,
2641143,SURFACEPRO8128SILVA,Microsoft,"Surface Pro 8 (13-inch, 2021)","(8GB RAM, i5 1135G7)",Wi-Fi,128GB,Silver,A Grade,"",,
2641155,SURFACEPRO4256SILVB00002,Microsoft,"Surface Pro 4 (12-inch, 2016)","(8GB RAM, i5 6300U)",Wi-Fi,256GB,Silver,B Grade,"",,
2641167,SURFACEPRO4128SILVB,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,128GB,Silver,B Grade,"",,
2641168,SURFACEPRO4128SILVD,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,128GB,Silver,D Grade,"",,
2641169,SURFACEPRO4128SILVC,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,128GB,Silver,C Grade,"",,
2641172,T520500BLACB,Lenovo,"T520 (15-inch, 2012)","(4GB RAM, i5 2320M)",Wi-Fi,500GB,Black,B Grade,"",,
2641173,T520500BLACP,Lenovo,"T520 (15-inch, 2012)","(4GB RAM, i5 2320M)",Wi-Fi,500GB,Black,PARTS & REPAIR,"",,
2641180,W530500BLACB,Lenovo,"W530 (15-inch, 2013)","(8GB RAM, I7 3720QM)",Wi-Fi,500GB,Black,B Grade,"",,
2641182,SURFACEPRO7256GREYA,Microsoft,"Surface Pro 7 (13-inch, 2020)","(8GB RAM, i5 1065G7)",Wi-Fi,256GB,Grey,A Grade,"",,
2641191,T540P500BLACB,Lenovo,"T540P (15-inch, 2014)","(8GB RAM, i7 4700)",Wi-Fi,500GB,Black,B Grade,"",,
2641194,W540500BLACB,Lenovo,"W540 (15-inch, 2014)","(8GB RAM, i7 4700)",Wi-Fi,500GB,Black,B Grade,"",,
2641201,HP17CN2008C1TBSILVO,HP,"HP 17-CN2008CA (17-inch, 2022)","(16GB RAM, i5 1235U)",Wi-Fi,1TB,Silver,OPEN BOX,"",,
2641204,E590512BLACC,Lenovo,"E590 (15-inch, 2019)","(16GB RAM, i7 8565U)",Wi-Fi,512GB,Black,C Grade,"",,
2641205,E590512BLACB,Lenovo,"E590 (15-inch, 2019)","(16GB RAM, i7 8565U)",Wi-Fi,512GB,Black,B Grade,"",,
2641207,ROG256BLACB,ASUS,"ROG (15-inch, 2019)","(8GB RAM, i5 9750H)",Wi-Fi,256GB,Black,B Grade,"",,
2641209,GF72VR1TBBLACD,MSI,"GF72VR (17-inch, 2017)","(16GB RAM, i7 7700HQ)",Wi-Fi,1TB,Black,D Grade,"",,
2641211,LATITUDE5401512BLACA,Dell,"Latitude 5401 (14-inch, 2019)","(16GB RAM, i5 9400H)",Wi-Fi,512GB,Black,A Grade,"",,
2641212,LATITUDE5411256GREYA,Dell,"Latitude 5411 (14-inch, 2020)","(16GB RAM, i5 10400H)",Wi-Fi,256GB,Grey,A Grade,"",,
2641214,LATITUDE7350256BLACD,Dell,"Latitude 7350 (13-inch, 2014)","(8GB RAM, M-5Y71)",Wi-Fi,256GB,Black,D Grade,"",,
2641219,GL75512BLACB,MSI,"GL75 (17-inch, 2019)","(16GB RAM, i7 9750H)",Wi-Fi,512GB,Black,B Grade,"",,
2641220,GL75512BLACA,MSI,"GL75 (17-inch, 2019)","(16GB RAM, i7 9750H)",Wi-Fi,512GB,Black,A Grade,"",,
2641221,SURFACEPRO4256SILVB,Microsoft,"Surface Pro 4 (12-inch, 2016)","(16GB RAM, i7 6650U)",Wi-Fi,256GB,Silver,B Grade,"",,
2641223,SURFACEPRO3128SILVC,Microsoft,"Surface Pro 3 (12-inch, 2014)","(4GB RAM, i5 4300U)",Wi-Fi,128GB,Silver,C Grade,"",,
2641229,MACBOOKPRO256SILVA00003,Apple,"MacBook Pro (13-inch, 2020)","A2251 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Silver,A Grade,"",,
2641230,"MBPA2251(8GBRAM,1.4GHZI5)256SPACA",Apple,"MacBook Pro (13-inch, 2020)","A2251 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,A Grade,"",,
2641231,MACBOOKPRO256SPACD00004,Apple,"MacBook Pro (13-inch, 2020)","A2251 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,D Grade,"",,
2641237,WATCHSERIESS40MMGPSN/ABLACB,Apple,Watch Series SE,40MM GPS,GPS,N/A,Black,B Grade,"",,
2641238,WATCHSERIESS40MMGPS+LTEN/ASILVB,Apple,Watch Series SE,40MM GPS + LTE,GPS,N/A,Silver,B Grade,"",,
2641239,WATCHSERIES945MMGPSN/AMIDNA,Apple,Watch Series 9,45MM GPS,GPS,N/A,Midnight,A Grade,"",,
2641240,WATCHSERIES941MMGPSN/AGOLDA,Apple,Watch Series 9,41MM GPS,GPS,N/A,Gold,A Grade,"",,
2641241,WATCHSERIES845MMGPSN/AMIDNA,Apple,Watch Series 8,45MM GPS,GPS,N/A,Midnight,A Grade,"",,
2641242,WATCHSERIES745MMGPSNIKEN/AMIDNB,Apple,Watch Series 7,45MM GPS NIKE,GPS,N/A,Midnight,B Grade,"",,
2641243,WATCHSERIES741MMGPSN/ABLACB,Apple,Watch Series 7,41MM GPS,GPS,N/A,Black,B Grade,"",,
2641244,WATCHSERIES745MMGPSN/ACREAB,Apple,Watch Series 7,45MM GPS,GPS,N/A,Cream Beige,B Grade,"",,
2641245,WATCHSERIES745MMGPSN/AMIDNA,Apple,Watch Series 7,45MM GPS,GPS,N/A,Midnight,A Grade,"",,
2641246,WATCHSERIES644MMGPSN/ASILVA,Apple,Watch Series 6,44MM GPS,GPS,N/A,Silver,A Grade,"",,
2641247,WATCHSERIES644MMGPSN/ABLACB,Apple,Watch Series 6,44MM GPS,GPS,N/A,Black,B Grade,"",,
2641248,WATCHSERIES640MMGPSNIKEN/ABLACA,Apple,Watch Series 6,40MM GPS NIKE,GPS,N/A,Black,A Grade,"",,
2641249,WATCHSERIES640MMGPSN/AGOLDB,Apple,Watch Series 6,40MM GPS,GPS,N/A,Gold,B Grade,"",,
2641250,WATCHSERIES644MMGPSN/ABLUEA,Apple,Watch Series 6,44MM GPS,GPS,N/A,Blue,A Grade,"",,
2641251,WATCHSERIES540MMGPSN/AGOLDB,Apple,Watch Series 5,40MM GPS,GPS,N/A,Gold,B Grade,"",,
2641252,WATCHSERIES544MMGPS+LTEN/ABLACB,Apple,Watch Series 5,44MM GPS + LTE,GPS,N/A,Black,B Grade,"",,
2641253,WATCHSERIES544MMGPS+LTEN/ASILVC,Apple,Watch Series 5,44MM GPS + LTE,GPS,N/A,Silver,C Grade,"",,
2641254,WATCHSERIES544MMGPSN/ASPACC,Apple,Watch Series 5,44MM GPS,GPS,N/A,Space Grey,C Grade,"",,
2641255,WATCHSERIES544MMNIKEN/ABLACB,Apple,Watch Series 5,44MM NIKE,GPS,N/A,Black,B Grade,"",,
2641256,WATCHSERIES540MMGPS+LTEN/ABLACD,Apple,Watch Series 5,40MM GPS + LTE,GPS,N/A,Black,D Grade,"",,
2643320,PROBOOK450G8450G8512SILVC,HP,"ProBook 450 G8 (15-inch, 2021)","450 G8 (16GB RAM, i5 1135G7)",Wi-Fi,512GB,Silver,C Grade,"",,
2645654,IPHONESE2NDGA2275128WHIT,Apple,iPhone SE 2nd Gen,A2275,Unlocked,128GB,White,D Grade,Cracked Front Glass,,
2653858,IPHONE14A2649TMOBSPRINTUSA128GMINA,Apple,iPhone 14,A2649,Unlocked,128GB,Midnight,A Grade,"",,
2653860,IPHONE14A2881128GBMIDNA,Apple,iPhone 14,A2881,Unlocked,128GB,Midnight,A Grade,"",,
2653869,IPHONE12PROMA2342256GGOLDA,Apple,iPhone 12 Pro Max,A2342,Unlocked,256GB,Gold,A Grade,"",,
2653872,IPHONE14A2881128GMIDNB,Apple,iPhone 14,A2881,Unlocked,128GB,Midnight,B Grade,"",,
2765703,WATCHSERIES44MMGPS+LTEN/WHITB,Apple,Watch Series 4,44MM GPS + LTE,GPS,N/A,White,B Grade,"",,
2765705,PS51TBWHITB0002,Sony,PlayStation 5 Spiderman Combo,CFI-1216A,Wi-Fi,1TB,White,B Grade,"",,
2765706,PLAYSTATION4ORIGINALCUH1115A500BCB,Sony,PlayStation 4 Original,CUH-1115A,Wi-Fi,500GB,Black,B Grade,"",,
2765711,IMAC272016GBI740512GBSILVA,Apple,"iMac (27-inch, 5K, 2020)","A1419 (16GB RAM, 4.0GHz Quad-Core i7)",Wi-Fi,512GB,Silver,A Grade,"",,
2765733,NINTENDOSWITCHLITEHDH-00132BLUA,Nintendo,Switch Lite,HDH-001,Wi-Fi,32GB,Blue,A Grade,"",,
2765738,LATI34401416GBI7512GBBLACO,Dell,"Latitude 3440 (14-inch, 2023)","(16GB RAM, i7 1335U)",Wi-Fi,512GB,Black,OPEN BOX,"",,
2765741,OPTISMALFORM16GBI5256GBBLACO,Dell,OptiPlex Small Form Factor,"(16GB RAM, i5 7010)",Wi-Fi,256GB,Black,OPEN BOX,"",,
2765745,OPTISFF701016GBI5256GBBLACO,Dell,OptiPlex SFF 7010,"(16GB RAM, i5 13500)",Wi-Fi,256GB,Black,OPEN BOX,"",,
2765793,OPTIPLEXSFF7010256BLACO,Dell,OptiPlex SFF 7010,"(16GB RAM, i5 13500 14 Cores)",Wi-Fi,256GB,Black,OPEN BOX,"",,
2766474,X1CARB138GBI5256GBBLACB,Lenovo,"X1 Carbon (13-inch, 7th Gen)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Black,B Grade,"",,
2766477,X1CARBON13512BLACB,Lenovo,"X1 Carbon (13-inch, 7th Gen)","(16GB RAM, i7 2.80 Ghz)",Wi-Fi,512GB,Black,B Grade,"",,
2769370,IPHONE12A217264GBLACB,Apple,iPhone 12,A2172,Unlocked,64GB,Black,B Grade,"",,
2769385,IPHONE12A217264BLACC,Apple,iPhone 12,A2172,Unlocked,64GB,Black,C Grade,"",,
2771744,MBP13198GBI514256GBSPACD0002,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,D Grade,"Broken LCD, Broken Camera, Broken Button(s)",,
2774342,IPADPRO11IA2761CELLULAR256SPACA,Apple,iPad Pro 11 inch 4th Gen,A2761,Wi-Fi & Cellular,256GB,Space Grey,A Grade,"",,
2774545,ZENB15INCH16GBI7128GBSILVA,ASUS,"ZenBook (15-inch, 2019)","(16GB RAM, i7 6500U)",Wi-Fi,128GB,Silver,A Grade,"",,
2774548,ZENB15INCH16GBI7128GBSILVB,ASUS,"ZenBook (15-inch, 2019)","(16GB RAM, i7 6500U)",Wi-Fi,128GB,Silver,B Grade,"",,
2774549,X51515INCH16GBI52401TBSLGRB,ASUS,"X515EA (15-inch, 11th Gen)","(16GB RAM, i5 2.40Ghz )",Wi-Fi,1TB,Slate Grey,B Grade,"",,
2865213,IPAD5THGENA182232SPACA,Apple,iPad 5th Gen,A1822,Wi-Fi,32GB,Space Grey,A Grade,"",,
2865269,"X515EA(16GBRAM,i51135G7)1TBSLATB",ASUS,"X515EA (15-inch, 2021)","(16GB RAM, i5 1135G7 )",Wi-Fi,1TB,Slate Grey,B Grade,"",,
2865316,MBA13208GBM1256GBROSGB0002,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Rose Gold,B Grade,"",,
2865317,MACBOOKAIR256ROSEC00003,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Rose Gold,C Grade,"",,
2867090,WATCHSERIES5SILVA,Apple,Watch Series 5,44MM GPS + LTE,GPS,N/A,Silver,A Grade,"",,
2867242,WATCHSERIES544MMGPS+LTEN/ASPACA,Apple,Watch Series 5,44MM GPS + LTE,GPS,N/A,Space Grey,A Grade,"",,
2867252,ZFOLD3SM-F926U256BLACC,Samsung,Z Fold 3,SM-F926U,Wi-Fi,256GB,Black,C Grade,"",,
2868813,MACBOOKAIR256ROSEB00002,Apple,"MacBook Air (13-inch, 2020)","A2179 (8GB RAM, 1.1GHz i3)",Wi-Fi,256GB,Rose Gold,B Grade,"",,
2881255,IPH1116GBBLACC,Apple,iPhone 11,A1396,AT&T,16GB,Black,C Grade,"",,
2881258,OUTTERBOXIPHONE11A139616GBATTBLACC,Outter Box,iPhone 11,A1396,AT&T,16GB,Black,C Grade,"",,
2881445,GL73512BLACA,MSI,"GL73 (17-inch, 2019)","(16GB RAM, i7 8750H)",Wi-Fi,512GB,Black,A Grade,"",,
2882583,MACBOOKAIR128SILVB00002,Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,B Grade,"",,
2882585,MACBOOKAIR128SILVB,Apple,"MacBook Air (13-inch, 2015)","A1466 (4GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,B Grade,"",,
2882597,LEGIY5401512GBI5512GBBLACB,Lenovo,"Legion Y540 (15-inch, 2019)","(12GB RAM, i5 9300H)",Wi-Fi,512GB,Black,B Grade,"",,
2882599,PS4500GBBLACA,Sony,PlayStation 4 Original,CUH-1115A,Wi-Fi,500GB,Black,A Grade,"",,
2882601,PLAYSTATION4SLIMCUH-2215B1TBBLACA,Sony,PlayStation 4 Slim,CUH-2215B,Wi-Fi,1TB,Black,A Grade,"",,
2882681,IPHONE11PROMA216164GBWHITB,Apple,iPhone 11 Pro Max,A2161,Unlocked,64GB,White,B Grade,"",,
2886637,X51515INCH16GBI51TBSLGRA,ASUS,"X515EA (15-inch, 2021)","(16GB RAM, i5 1135G7 )",Wi-Fi,1TB,Slate Grey,A Grade,"",,
2886638,ASPISW50122GB2232GBSILVA,Acer,Aspire SW5-012(10-inch),"(2GB RAM, 2.2Ghz)",Wi-Fi,32GB,Silver,A Grade,"",,
2887577,"MACBOOKAIR(8GBRAM,M18CORE)256ROSEA",Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Rose Gold,A Grade,"",,
2887805,MACBOOKAIR256SPACA00003,Apple,"MacBook Air (13-inch, 2020)","A2337 (8GB RAM, M1 8 Core)",Wi-Fi,256GB,Space Grey,A Grade,"",,
2894859,MACBOOKPRO256SPACB00006,Apple,"MacBook Pro (15-inch, 2018)","A1990 (16GB RAM, 2.2GHz i7)",Wi-Fi,256GB,Space Grey,B Grade,"",,
2896763,IPHONE11A2111128GBYELLA,Apple,iPhone 11,A2111,Unlocked,128GB,Yellow,A Grade,"",,
2896776,MBA13158GBI516128GBSILVA,Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,A Grade,"",,
2897692,IPADPRO12.9IA2378128SPACB,Apple,iPad Pro 12.9 inch 5th Gen,A2378,Wi-Fi,128GB,Space Grey,B Grade,"",,
2897888,WATCHSERIES4WHITO0002,Apple,Watch Series 4,44MM GPS + LTE,Unlocked,N/A,White,OPEN BOX,"",,
2897891,WATCHSERIES4WHITO,Apple,Watch Series 4,44MM GPS + LTE,N/A,N/A,White,OPEN BOX,"",,
